"CodeC","NoImmat","DateDebLoc","DateFinLoc","KmDeb","KmFin"
3225,"IMM0074","2023-02-26","2023-03-06",2152,2525
1989,"IMM0074","2023-03-23","2023-03-24",2525,2599
587,"IMM0074","2023-04-12","2023-04-16",2599,2912
643,"IMM0074","2023-06-12","2023-06-17",2912,2996
2860,"IMM0074","2023-07-09","2023-07-18",2996,3099
3176,"IMM0074","2023-08-28","2023-09-05",3099,3168
592,"IMM0074","2023-09-24","2023-09-29",3168,3496
3551,"IMM0074","2023-09-27","2023-10-03",3496,3862
4253,"IMM0074","2023-09-27","2023-10-02",3862,3917
402,"IMM0074","2023-10-12","2023-10-13",3917,4008
2407,"IMM0074","2023-10-29","2023-10-30",4008,4081
2400,"IMM0074","2023-11-18","2023-11-25",4081,4391
2940,"IMM0074","2023-11-19","2023-11-24",4391,5079
3785,"IMM0074","2023-11-25","2023-12-02",5079,5670
1729,"IMM0074","2023-11-26","2023-12-01",5670,6469
4387,"IMM0074","2023-12-01","2023-12-09",6469,6878
1396,"IMM0074","2023-12-20","2023-12-26",6878,7344
156,"IMM0074","2024-01-06","2024-01-11",7344,7958
1164,"IMM0074","2024-02-29","2024-03-05",7958,8413
3482,"IMM0074","2024-03-21","2024-03-24",8413,8786
3634,"IMM0074","2024-04-02","2024-04-09",8786,8897
682,"IMM0074","2024-04-02","2024-04-06",8897,9490
324,"IMM0074","2024-04-06","2024-04-14",9490,10156
2715,"IMM0074","2024-05-03","2024-05-05",10156,10297
4155,"IMM0074","2024-07-04","2024-07-06",10297,10521
875,"IMM0074","2024-07-05","2024-07-12",10521,10932
1450,"IMM0074","2024-07-06","2024-07-12",10932,11043
963,"IMM0074","2024-07-15","2024-07-21",11043,11672
2703,"IMM0074","2024-08-05","2024-08-15",11672,11745
2526,"IMM0074","2024-09-10","2024-09-14",11745,11906
2771,"IMM0074","2024-09-11","2024-09-12",11906,12405
579,"IMM0074","2024-09-28","2024-10-06",12405,12717
583,"IMM0074","2024-10-13","2024-10-20",12717,13467
2249,"IMM0074","2024-11-08","2024-11-16",13467,14012
3173,"IMM0074","2024-12-13","2024-12-17",14012,14165
327,"IMM0074","2024-12-14","2024-12-18",14165,14375
2028,"IMM0074","2024-12-19","2024-12-21",14375,15022
3757,"IMM0074","2024-12-21","2024-12-28",15022,15555
4040,"IMM0075","2023-03-01","2023-03-11",4093,4870
1288,"IMM0075","2023-03-10","2023-03-20",4870,5388
2660,"IMM0075","2023-03-28","2023-04-07",5388,5532
2181,"IMM0075","2023-04-01","2023-04-06",5532,6124
2505,"IMM0075","2023-04-13","2023-04-14",6124,6179
2536,"IMM0075","2023-05-11","2023-05-18",6179,6576
4460,"IMM0075","2023-06-16","2023-06-21",6576,7040
1923,"IMM0075","2023-07-04","2023-07-14",7040,7248
2370,"IMM0075","2023-07-09","2023-07-18",7248,7813
4050,"IMM0075","2023-08-22","2023-08-31",7813,7881
3905,"IMM0075","2023-09-05","2023-09-09",7881,8420
3255,"IMM0075","2023-09-15","2023-09-23",8420,8898
2087,"IMM0075","2023-09-18","2023-09-28",8898,9429
1686,"IMM0075","2023-10-06","2023-10-14",9429,10022
371,"IMM0075","2023-10-12","2023-10-18",10022,10326
2247,"IMM0075","2023-10-13","2023-10-16",10326,10735
914,"IMM0075","2023-10-17","2023-10-27",10735,10887
4408,"IMM0075","2023-10-27","2023-11-04",10887,11062
3469,"IMM0075","2023-11-11","2023-11-14",11062,11663
3657,"IMM0075","2023-11-12","2023-11-17",11663,12165
3566,"IMM0075","2024-01-06","2024-01-14",12165,12657
3483,"IMM0075","2024-01-10","2024-01-17",12657,12765
669,"IMM0075","2024-01-20","2024-01-30",12765,12938
1555,"IMM0075","2024-01-24","2024-01-30",12938,13155
3118,"IMM0075","2024-02-28","2024-03-04",13155,13334
2806,"IMM0075","2024-03-05","2024-03-15",13334,14057
1726,"IMM0075","2024-03-30","2024-04-01",14057,14566
3566,"IMM0075","2024-06-01","2024-06-11",14566,15124
127,"IMM0075","2024-06-04","2024-06-13",15124,15537
3445,"IMM0075","2024-06-06","2024-06-14",15537,15913
957,"IMM0075","2024-07-09","2024-07-10",15913,16606
3071,"IMM0075","2024-08-30","2024-09-06",16606,16873
3406,"IMM0075","2024-09-13","2024-09-21",16873,16970
2483,"IMM0075","2024-10-09","2024-10-14",16970,17476
3912,"IMM0075","2024-10-21","2024-10-29",17476,17639
2226,"IMM0075","2024-11-11","2024-11-12",17639,18052
3689,"IMM0075","2024-11-28","2024-12-06",18052,18158
1105,"IMM0075","2024-11-30","2024-12-06",18158,18226
701,"IMM0075","2024-11-30","2024-12-06",18226,18653
3852,"IMM0076","2023-01-04","2023-01-07",4083,4673
1171,"IMM0076","2023-01-11","2023-01-19",4673,5121
2679,"IMM0076","2023-01-28","2023-02-06",5121,5740
4080,"IMM0076","2023-02-06","2023-02-07",5740,6524
2234,"IMM0076","2023-05-16","2023-05-19",6524,7234
3493,"IMM0076","2023-06-14","2023-06-21",7234,7307
1924,"IMM0076","2023-07-08","2023-07-15",7307,7790
4427,"IMM0076","2023-08-04","2023-08-05",7790,8491
1536,"IMM0076","2023-08-09","2023-08-17",8491,8986
2509,"IMM0076","2023-08-10","2023-08-15",8986,9589
1413,"IMM0076","2023-09-05","2023-09-15",9589,9931
1611,"IMM0076","2023-09-20","2023-09-26",9931,10028
464,"IMM0076","2023-09-22","2023-09-30",10028,10695
3262,"IMM0076","2023-10-01","2023-10-03",10695,11187
2908,"IMM0076","2023-10-03","2023-10-07",11187,11726
4062,"IMM0076","2023-10-06","2023-10-14",11726,12473
4305,"IMM0076","2023-10-16","2023-10-21",12473,12665
2279,"IMM0076","2023-10-16","2023-10-24",12665,12823
3442,"IMM0076","2023-11-25","2023-11-30",12823,13450
530,"IMM0076","2023-11-28","2023-12-08",13450,13614
3192,"IMM0076","2023-12-08","2023-12-12",13614,14360
3509,"IMM0076","2023-12-11","2023-12-21",14360,14751
178,"IMM0076","2023-12-11","2023-12-19",14751,14978
2811,"IMM0076","2023-12-13","2023-12-23",14978,15208
2821,"IMM0076","2023-12-16","2023-12-17",15208,15359
3181,"IMM0076","2024-01-01","2024-01-11",15359,15484
2857,"IMM0076","2024-01-15","2024-01-22",15484,16161
3903,"IMM0076","2024-02-03","2024-02-12",16161,16274
3936,"IMM0076","2024-02-04","2024-02-14",16274,16845
1163,"IMM0076","2024-02-24","2024-02-28",16845,16949
3918,"IMM0076","2024-04-05","2024-04-06",16949,17020
4292,"IMM0076","2024-04-14","2024-04-16",17020,17271
1768,"IMM0076","2024-04-26","2024-05-01",17271,17914
151,"IMM0076","2024-04-29","2024-05-02",17914,18177
3935,"IMM0076","2024-05-17","2024-05-22",18177,18464
1457,"IMM0076","2024-07-05","2024-07-12",18464,19101
1439,"IMM0076","2024-07-16","2024-07-21",19101,19789
2306,"IMM0076","2024-08-01","2024-08-03",19789,20404
31,"IMM0076","2024-09-24","2024-09-26",20404,21167
3108,"IMM0076","2024-09-27","2024-10-07",21167,21871
2888,"IMM0076","2024-09-29","2024-10-09",21871,22548
966,"IMM0076","2024-10-07","2024-10-09",22548,23258
1430,"IMM0076","2024-10-17","2024-10-27",23258,23615
3445,"IMM0076","2024-11-01","2024-11-06",23615,23705
2026,"IMM0076","2024-11-16","2024-11-18",23705,23864
4444,"IMM0076","2024-11-20","2024-11-23",23864,24480
3786,"IMM0076","2024-12-03","2024-12-13",24480,24626
2156,"IMM0076","2024-12-07","2024-12-14",24626,25041
2859,"IMM0076","2024-12-09","2024-12-11",25041,25175
1189,"IMM0076","2024-12-26","2024-12-27",25175,25418
1889,"IMM0076","2024-12-27","2024-12-31",25418,25528
1675,"IMM0077","2023-01-10","2023-01-12",3991,4451
1298,"IMM0077","2023-02-24","2023-03-02",4451,4548
2704,"IMM0077","2023-03-23","2023-03-29",4548,4800
1294,"IMM0077","2023-05-20","2023-05-27",4800,5304
1194,"IMM0077","2023-06-07","2023-06-12",5304,6024
2501,"IMM0077","2023-06-12","2023-06-21",6024,6325
3817,"IMM0077","2023-07-03","2023-07-06",6325,6779
3780,"IMM0077","2023-07-13","2023-07-21",6779,7432
1971,"IMM0077","2023-08-01","2023-08-10",7432,8163
4314,"IMM0077","2023-08-11","2023-08-21",8163,8487
650,"IMM0077","2023-09-05","2023-09-08",8487,9076
3574,"IMM0077","2023-09-06","2023-09-14",9076,9295
4149,"IMM0077","2023-09-07","2023-09-15",9295,9836
2107,"IMM0077","2023-09-17","2023-09-25",9836,10437
3143,"IMM0077","2023-10-21","2023-10-31",10437,10572
427,"IMM0077","2023-10-25","2023-10-30",10572,10640
3630,"IMM0077","2023-11-04","2023-11-11",10640,11411
1355,"IMM0077","2023-11-10","2023-11-20",11411,11847
3121,"IMM0077","2023-11-29","2023-12-05",11847,12084
2308,"IMM0077","2024-01-01","2024-01-03",12084,12458
3982,"IMM0077","2024-01-12","2024-01-16",12458,12584
4209,"IMM0077","2024-01-30","2024-01-31",12584,12778
150,"IMM0077","2024-01-30","2024-02-04",12778,12848
2162,"IMM0077","2024-03-18","2024-03-20",12848,13619
66,"IMM0077","2024-03-19","2024-03-27",13619,13773
566,"IMM0077","2024-04-04","2024-04-07",13773,14432
2293,"IMM0077","2024-04-09","2024-04-13",14432,15186
2036,"IMM0077","2024-04-30","2024-05-08",15186,15293
1475,"IMM0077","2024-05-01","2024-05-08",15293,15716
3587,"IMM0077","2024-05-05","2024-05-14",15716,15868
2385,"IMM0077","2024-05-08","2024-05-18",15868,16323
1819,"IMM0077","2024-05-27","2024-06-02",16323,16698
246,"IMM0077","2024-06-26","2024-06-28",16698,17344
1717,"IMM0077","2024-07-17","2024-07-23",17344,17608
517,"IMM0077","2024-07-25","2024-07-27",17608,17689
933,"IMM0077","2024-08-10","2024-08-16",17689,18262
2476,"IMM0077","2024-08-16","2024-08-22",18262,18717
3629,"IMM0077","2024-09-09","2024-09-13",18717,18860
1794,"IMM0077","2024-10-04","2024-10-12",18860,18968
380,"IMM0077","2024-10-07","2024-10-09",18968,19698
3778,"IMM0077","2024-10-23","2024-10-28",19698,20328
1562,"IMM0077","2024-11-22","2024-11-24",20328,20839
2945,"IMM0077","2024-11-23","2024-11-30",20839,20917
4094,"IMM0077","2024-11-27","2024-12-01",20917,20973
1515,"IMM0077","2024-12-01","2024-12-03",20973,21745
254,"IMM0078","2023-01-01","2023-01-02",4414,4774
2777,"IMM0078","2023-01-06","2023-01-07",4774,4908
2588,"IMM0078","2023-01-16","2023-01-20",4908,5029
922,"IMM0078","2023-02-12","2023-02-22",5029,5414
3330,"IMM0078","2023-02-15","2023-02-16",5414,5618
3948,"IMM0078","2023-02-24","2023-03-03",5618,6282
1561,"IMM0078","2023-03-07","2023-03-12",6282,6838
3971,"IMM0078","2023-03-20","2023-03-30",6838,7335
3418,"IMM0078","2023-03-21","2023-03-22",7335,7720
2103,"IMM0078","2023-03-27","2023-04-05",7720,8110
3081,"IMM0078","2023-03-27","2023-03-30",8110,8484
3869,"IMM0078","2023-03-29","2023-04-04",8484,8542
2240,"IMM0078","2023-04-11","2023-04-14",8542,8775
2537,"IMM0078","2023-06-10","2023-06-17",8775,9092
467,"IMM0078","2023-06-11","2023-06-18",9092,9746
2159,"IMM0078","2023-06-13","2023-06-22",9746,10220
899,"IMM0078","2023-06-25","2023-07-03",10220,10615
2113,"IMM0078","2023-06-25","2023-06-27",10615,11195
1306,"IMM0078","2023-08-02","2023-08-10",11195,11755
896,"IMM0078","2023-08-07","2023-08-09",11755,12112
796,"IMM0078","2023-08-07","2023-08-14",12112,12218
3024,"IMM0078","2023-08-30","2023-09-08",12218,12289
620,"IMM0078","2023-09-13","2023-09-23",12289,12850
2706,"IMM0078","2023-09-25","2023-10-01",12850,13401
345,"IMM0078","2023-10-04","2023-10-13",13401,13625
3290,"IMM0078","2023-10-05","2023-10-13",13625,14236
3125,"IMM0078","2023-10-11","2023-10-17",14236,14333
2152,"IMM0078","2023-10-24","2023-10-29",14333,14679
749,"IMM0078","2023-11-17","2023-11-22",14679,15014
1126,"IMM0078","2023-12-09","2023-12-19",15014,15330
1188,"IMM0078","2023-12-16","2023-12-23",15330,15885
154,"IMM0078","2024-01-26","2024-02-04",15885,16486
497,"IMM0078","2024-02-17","2024-02-23",16486,16580
531,"IMM0078","2024-02-28","2024-03-05",16580,16756
1863,"IMM0078","2024-03-01","2024-03-09",16756,17491
4193,"IMM0078","2024-03-12","2024-03-19",17491,17722
3365,"IMM0078","2024-03-31","2024-04-09",17722,18030
3640,"IMM0078","2024-04-09","2024-04-10",18030,18380
1172,"IMM0078","2024-04-27","2024-05-02",18380,18494
3367,"IMM0078","2024-05-07","2024-05-17",18494,19225
4137,"IMM0078","2024-06-20","2024-06-22",19225,19576
1228,"IMM0078","2024-07-09","2024-07-10",19576,20081
3131,"IMM0078","2024-07-18","2024-07-27",20081,20211
3598,"IMM0078","2024-08-02","2024-08-03",20211,20306
3516,"IMM0078","2024-08-30","2024-09-08",20306,20435
2169,"IMM0078","2024-09-01","2024-09-05",20435,20921
2949,"IMM0078","2024-09-23","2024-10-03",20921,21454
1263,"IMM0078","2024-10-10","2024-10-14",21454,22114
3830,"IMM0078","2024-10-27","2024-11-03",22114,22584
859,"IMM0078","2024-11-05","2024-11-06",22584,22954
2061,"IMM0078","2024-11-07","2024-11-09",22954,23474
685,"IMM0078","2024-11-24","2024-11-30",23474,23562
240,"IMM0078","2024-12-10","2024-12-18",23562,24054
114,"IMM0078","2024-12-18","2024-12-20",24054,24808
88,"IMM0079","2023-01-06","2023-01-16",4962,5166
908,"IMM0079","2023-01-07","2023-01-13",5166,5378
3707,"IMM0079","2023-02-16","2023-02-19",5378,5800
3976,"IMM0079","2023-04-05","2023-04-14",5800,6077
1608,"IMM0079","2023-04-16","2023-04-23",6077,6601
2297,"IMM0079","2023-04-24","2023-04-25",6601,7187
838,"IMM0079","2023-05-01","2023-05-04",7187,7940
369,"IMM0079","2023-05-15","2023-05-21",7940,8597
2193,"IMM0079","2023-06-13","2023-06-18",8597,9351
3812,"IMM0079","2023-07-01","2023-07-08",9351,10006
4370,"IMM0079","2023-07-03","2023-07-12",10006,10085
743,"IMM0079","2023-07-30","2023-08-02",10085,10822
1354,"IMM0079","2023-08-27","2023-09-02",10822,11286
1058,"IMM0079","2023-09-14","2023-09-15",11286,11880
1771,"IMM0079","2023-09-23","2023-09-30",11880,12028
120,"IMM0079","2023-10-18","2023-10-27",12028,12630
314,"IMM0079","2023-11-03","2023-11-06",12630,13046
4022,"IMM0079","2023-12-23","2023-12-24",13046,13167
3305,"IMM0079","2024-01-07","2024-01-10",13167,13951
388,"IMM0079","2024-01-12","2024-01-19",13951,14736
1974,"IMM0079","2024-03-14","2024-03-22",14736,14849
1856,"IMM0079","2024-03-14","2024-03-20",14849,15244
2882,"IMM0079","2024-03-19","2024-03-29",15244,15402
2606,"IMM0079","2024-03-23","2024-03-25",15402,15852
3590,"IMM0079","2024-04-04","2024-04-11",15852,15980
3569,"IMM0079","2024-04-12","2024-04-19",15980,16185
3325,"IMM0079","2024-04-13","2024-04-19",16185,16789
3249,"IMM0079","2024-04-29","2024-05-03",16789,17234
446,"IMM0079","2024-05-08","2024-05-11",17234,17652
1995,"IMM0079","2024-05-09","2024-05-16",17652,18227
4000,"IMM0079","2024-05-14","2024-05-18",18227,18424
497,"IMM0079","2024-06-03","2024-06-13",18424,18625
1457,"IMM0079","2024-06-26","2024-07-02",18625,18957
2946,"IMM0079","2024-07-03","2024-07-04",18957,19569
161,"IMM0079","2024-07-20","2024-07-27",19569,20248
2198,"IMM0079","2024-07-20","2024-07-21",20248,20925
3598,"IMM0079","2024-08-23","2024-09-01",20925,21449
1674,"IMM0079","2024-09-10","2024-09-19",21449,22008
794,"IMM0079","2024-10-02","2024-10-11",22008,22262
2356,"IMM0079","2024-12-05","2024-12-07",22262,22369
417,"IMM0079","2024-12-28","2024-12-29",22369,22866
194,"IMM0080","2023-01-02","2023-01-05",2552,3068
3486,"IMM0080","2023-01-06","2023-01-11",3068,3495
931,"IMM0080","2023-01-06","2023-01-10",3495,3549
392,"IMM0080","2023-01-16","2023-01-22",3549,4244
410,"IMM0080","2023-01-28","2023-01-30",4244,4932
4469,"IMM0080","2023-02-09","2023-02-15",4932,5484
2691,"IMM0080","2023-02-22","2023-02-27",5484,6027
1719,"IMM0080","2023-03-01","2023-03-10",6027,6597
2,"IMM0080","2023-03-05","2023-03-14",6597,6936
1475,"IMM0080","2023-05-10","2023-05-18",6936,7300
200,"IMM0080","2023-08-19","2023-08-26",7300,7513
4183,"IMM0080","2023-08-25","2023-08-28",7513,8076
2667,"IMM0080","2023-09-04","2023-09-05",8076,8581
1342,"IMM0080","2023-09-06","2023-09-12",8581,8953
1833,"IMM0080","2023-09-08","2023-09-11",8953,9016
3035,"IMM0080","2023-09-27","2023-09-30",9016,9615
2956,"IMM0080","2023-10-10","2023-10-12",9615,9992
3030,"IMM0080","2023-10-11","2023-10-12",9992,10161
1545,"IMM0080","2023-10-17","2023-10-23",10161,10371
2072,"IMM0080","2023-10-19","2023-10-27",10371,10503
753,"IMM0080","2023-10-22","2023-10-30",10503,11119
4180,"IMM0080","2023-10-27","2023-11-04",11119,11857
2831,"IMM0080","2023-11-17","2023-11-18",11857,12643
2961,"IMM0080","2023-11-19","2023-11-21",12643,12906
987,"IMM0080","2023-11-27","2023-12-06",12906,13606
2190,"IMM0080","2024-01-17","2024-01-19",13606,14181
201,"IMM0080","2024-01-29","2024-02-04",14181,14325
2372,"IMM0080","2024-02-03","2024-02-05",14325,14505
181,"IMM0080","2024-02-29","2024-03-01",14505,15059
2116,"IMM0080","2024-03-16","2024-03-17",15059,15390
3062,"IMM0080","2024-04-23","2024-04-25",15390,15779
3505,"IMM0080","2024-04-26","2024-05-06",15779,16447
1744,"IMM0080","2024-04-26","2024-04-30",16447,16654
3874,"IMM0080","2024-05-15","2024-05-22",16654,17420
1192,"IMM0080","2024-05-23","2024-05-30",17420,18045
2173,"IMM0080","2024-06-11","2024-06-19",18045,18326
4186,"IMM0080","2024-06-26","2024-07-04",18326,19002
1664,"IMM0080","2024-06-30","2024-07-01",19002,19632
1236,"IMM0080","2024-07-06","2024-07-12",19632,19864
1669,"IMM0080","2024-07-21","2024-07-31",19864,19963
3076,"IMM0080","2024-07-31","2024-08-01",19963,20388
3382,"IMM0080","2024-08-01","2024-08-05",20388,20859
372,"IMM0080","2024-09-15","2024-09-23",20859,20991
1219,"IMM0080","2024-09-17","2024-09-22",20991,21167
1668,"IMM0080","2024-09-30","2024-10-08",21167,21427
2434,"IMM0080","2024-10-05","2024-10-15",21427,21565
1122,"IMM0080","2024-10-12","2024-10-18",21565,22163
570,"IMM0080","2024-10-27","2024-11-06",22163,22440
3525,"IMM0080","2024-11-01","2024-11-08",22440,23082
2353,"IMM0080","2024-11-30","2024-12-04",23082,23573
2437,"IMM0080","2024-12-14","2024-12-18",23573,24060
2867,"IMM0080","2024-12-19","2024-12-23",24060,24196
2509,"IMM0080","2024-12-26","2024-12-31",24196,24955
2294,"IMM0080","2024-12-29","2024-12-31",24955,25435
1258,"IMM0081","2023-01-05","2023-01-13",1772,1838
2118,"IMM0081","2023-01-09","2023-01-10",1838,1912
2543,"IMM0081","2023-01-28","2023-02-01",1912,2521
3568,"IMM0081","2023-02-02","2023-02-09",2521,3010
4220,"IMM0081","2023-02-17","2023-02-22",3010,3538
329,"IMM0081","2023-04-17","2023-04-25",3538,4255
1252,"IMM0081","2023-04-21","2023-04-28",4255,4348
1313,"IMM0081","2023-04-22","2023-04-30",4348,4720
3905,"IMM0081","2023-05-01","2023-05-10",4720,5390
3429,"IMM0081","2023-05-12","2023-05-19",5390,5647
3386,"IMM0081","2023-05-29","2023-06-07",5647,5726
2924,"IMM0081","2023-06-09","2023-06-13",5726,6273
1586,"IMM0081","2023-07-23","2023-08-01",6273,6382
4308,"IMM0081","2023-08-04","2023-08-07",6382,6638
1556,"IMM0081","2023-08-16","2023-08-17",6638,7265
3772,"IMM0081","2023-08-22","2023-08-23",7265,7410
4441,"IMM0081","2023-08-27","2023-08-30",7410,7761
3803,"IMM0081","2023-09-03","2023-09-11",7761,7862
3824,"IMM0081","2023-09-03","2023-09-09",7862,8013
4290,"IMM0081","2023-09-04","2023-09-11",8013,8204
855,"IMM0081","2023-10-15","2023-10-16",8204,8830
4154,"IMM0081","2023-10-28","2023-11-04",8830,9072
3308,"IMM0081","2023-11-24","2023-12-02",9072,9662
1425,"IMM0081","2023-11-29","2023-12-08",9662,10376
558,"IMM0081","2024-01-12","2024-01-19",10376,10983
3173,"IMM0081","2024-01-26","2024-01-27",10983,11047
3100,"IMM0081","2024-01-31","2024-02-07",11047,11613
4290,"IMM0081","2024-02-25","2024-02-27",11613,11826
3985,"IMM0081","2024-04-03","2024-04-13",11826,11924
2553,"IMM0081","2024-05-05","2024-05-08",11924,12352
1408,"IMM0081","2024-06-14","2024-06-23",12352,13090
2182,"IMM0081","2024-06-21","2024-06-28",13090,13470
4126,"IMM0081","2024-06-30","2024-07-01",13470,13952
4473,"IMM0081","2024-07-10","2024-07-12",13952,14695
3684,"IMM0081","2024-07-17","2024-07-27",14695,14882
1285,"IMM0081","2024-07-19","2024-07-24",14882,15035
3739,"IMM0081","2024-08-06","2024-08-16",15035,15538
69,"IMM0081","2024-08-15","2024-08-19",15538,15714
339,"IMM0081","2024-08-20","2024-08-29",15714,15827
4352,"IMM0081","2024-09-17","2024-09-21",15827,16147
36,"IMM0081","2024-09-24","2024-10-04",16147,16756
2833,"IMM0081","2024-10-08","2024-10-13",16756,17069
4348,"IMM0081","2024-10-30","2024-11-07",17069,17683
365,"IMM0081","2024-11-08","2024-11-13",17683,18279
2021,"IMM0081","2024-11-20","2024-11-24",18279,18590
3412,"IMM0081","2024-12-09","2024-12-15",18590,19192
3090,"IMM0081","2024-12-19","2024-12-27",19192,19891
4322,"IMM0082","2023-01-09","2023-01-17",1901,1974
2354,"IMM0082","2023-01-25","2023-01-27",1974,2365
2622,"IMM0082","2023-01-31","2023-02-08",2365,2968
807,"IMM0082","2023-02-27","2023-03-03",2968,3664
3602,"IMM0082","2023-03-03","2023-03-07",3664,4445
638,"IMM0082","2023-03-13","2023-03-18",4445,4666
979,"IMM0082","2023-04-13","2023-04-21",4666,5400
2771,"IMM0082","2023-04-20","2023-04-27",5400,5590
2213,"IMM0082","2023-05-10","2023-05-18",5590,6248
2258,"IMM0082","2023-05-19","2023-05-24",6248,6550
1609,"IMM0082","2023-06-27","2023-06-29",6550,7108
4462,"IMM0082","2023-07-07","2023-07-10",7108,7618
1852,"IMM0082","2023-08-05","2023-08-06",7618,8028
3913,"IMM0082","2023-08-10","2023-08-17",8028,8523
1105,"IMM0082","2023-08-16","2023-08-17",8523,9113
2531,"IMM0082","2023-09-04","2023-09-05",9113,9614
4267,"IMM0082","2023-11-01","2023-11-06",9614,10396
3285,"IMM0082","2023-11-07","2023-11-12",10396,10459
942,"IMM0082","2023-11-24","2023-11-30",10459,10961
3679,"IMM0082","2023-12-09","2023-12-14",10961,11427
3164,"IMM0082","2024-02-01","2024-02-04",11427,11596
3980,"IMM0082","2024-02-29","2024-03-09",11596,12324
2594,"IMM0082","2024-03-04","2024-03-11",12324,12725
1026,"IMM0082","2024-03-08","2024-03-14",12725,13126
2464,"IMM0082","2024-03-08","2024-03-11",13126,13445
2737,"IMM0082","2024-03-25","2024-04-03",13445,13927
3293,"IMM0082","2024-03-31","2024-04-08",13927,14155
1464,"IMM0082","2024-05-02","2024-05-12",14155,14826
450,"IMM0082","2024-05-25","2024-06-02",14826,15041
1109,"IMM0082","2024-05-31","2024-06-07",15041,15574
2223,"IMM0082","2024-06-20","2024-06-21",15574,16067
193,"IMM0082","2024-06-22","2024-06-24",16067,16438
2129,"IMM0082","2024-06-27","2024-06-29",16438,16721
4234,"IMM0082","2024-07-23","2024-07-26",16721,17219
1912,"IMM0082","2024-08-14","2024-08-23",17219,17685
4404,"IMM0082","2024-09-12","2024-09-21",17685,17958
1939,"IMM0082","2024-10-12","2024-10-22",17958,18146
1663,"IMM0082","2024-10-17","2024-10-26",18146,18878
4299,"IMM0082","2024-10-17","2024-10-24",18878,19069
1271,"IMM0082","2024-10-19","2024-10-25",19069,19781
2072,"IMM0082","2024-11-17","2024-11-24",19781,20495
4105,"IMM0082","2024-12-01","2024-12-08",20495,20736
3378,"IMM0082","2024-12-05","2024-12-12",20736,20874
495,"IMM0082","2024-12-20","2024-12-24",20874,21293
3289,"IMM0082","2024-12-21","2024-12-27",21293,21852
2202,"IMM0082","2024-12-23","2024-12-31",21852,21955
685,"IMM0083","2023-01-05","2023-01-06",1121,1219
872,"IMM0083","2023-02-02","2023-02-09",1219,1670
2914,"IMM0083","2023-02-07","2023-02-17",1670,2050
2531,"IMM0083","2023-02-07","2023-02-13",2050,2418
2037,"IMM0083","2023-02-23","2023-02-24",2418,2523
788,"IMM0083","2023-03-19","2023-03-27",2523,3104
2202,"IMM0083","2023-03-21","2023-03-28",3104,3287
4022,"IMM0083","2023-03-23","2023-03-28",3287,4003
1281,"IMM0083","2023-05-30","2023-05-31",4003,4715
2579,"IMM0083","2023-06-02","2023-06-05",4715,5496
1070,"IMM0083","2023-06-14","2023-06-20",5496,6227
4149,"IMM0083","2023-07-25","2023-08-02",6227,6979
1618,"IMM0083","2023-08-26","2023-08-27",6979,7540
1625,"IMM0083","2023-10-19","2023-10-22",7540,7701
3373,"IMM0083","2023-10-20","2023-10-27",7701,8133
3276,"IMM0083","2023-11-09","2023-11-19",8133,8291
376,"IMM0083","2023-11-16","2023-11-24",8291,8401
4360,"IMM0083","2024-01-10","2024-01-17",8401,8518
967,"IMM0083","2024-02-04","2024-02-12",8518,8663
1749,"IMM0083","2024-02-13","2024-02-18",8663,8713
1203,"IMM0083","2024-02-25","2024-03-02",8713,8797
184,"IMM0083","2024-02-27","2024-03-05",8797,9123
1443,"IMM0083","2024-03-14","2024-03-17",9123,9642
3445,"IMM0083","2024-03-20","2024-03-25",9642,9943
2541,"IMM0083","2024-05-07","2024-05-17",9943,10654
2512,"IMM0083","2024-05-17","2024-05-24",10654,11050
1149,"IMM0083","2024-07-26","2024-08-02",11050,11789
2918,"IMM0083","2024-08-16","2024-08-17",11789,12166
1577,"IMM0083","2024-08-22","2024-08-27",12166,12727
4017,"IMM0083","2024-09-11","2024-09-16",12727,12858
670,"IMM0083","2024-10-03","2024-10-10",12858,12923
1286,"IMM0083","2024-10-13","2024-10-22",12923,13355
2887,"IMM0083","2024-10-25","2024-10-29",13355,14139
4404,"IMM0083","2024-10-29","2024-11-06",14139,14540
2943,"IMM0083","2024-12-23","2024-12-31",14540,15244
2314,"IMM0084","2023-01-21","2023-01-22",3998,4350
3871,"IMM0084","2023-02-20","2023-02-28",4350,4532
2145,"IMM0084","2023-03-02","2023-03-09",4532,5318
2245,"IMM0084","2023-03-13","2023-03-23",5318,5860
1232,"IMM0084","2023-04-12","2023-04-21",5860,6126
2424,"IMM0084","2023-05-18","2023-05-20",6126,6752
84,"IMM0084","2023-05-29","2023-06-05",6752,7263
611,"IMM0084","2023-06-17","2023-06-18",7263,7345
3624,"IMM0084","2023-06-18","2023-06-27",7345,7693
2389,"IMM0084","2023-07-11","2023-07-14",7693,8371
4161,"IMM0084","2023-08-21","2023-08-24",8371,9013
2029,"IMM0084","2023-08-22","2023-08-24",9013,9451
2128,"IMM0084","2023-08-22","2023-08-25",9451,9625
1055,"IMM0084","2023-08-25","2023-09-03",9625,9804
3471,"IMM0084","2023-09-10","2023-09-16",9804,10372
2857,"IMM0084","2023-09-24","2023-10-04",10372,10903
413,"IMM0084","2023-10-08","2023-10-11",10903,11244
4225,"IMM0084","2023-10-13","2023-10-23",11244,11367
